transaction_id,customer_id,timestamp,amount,currency,origin_country,destination_country,channel,transaction_type,counterparty_type,is_cross_border,is_cash,device_id,is_flagged,alert_type
TXC2FE5F90-9EC,1b4da0fe-7bb3-4605-9a74-3152627b41a1,2025-06-25T20:47:15,17.07,USD,Cambodia,Indonesia,Online,Transfer,Business,True,False,1b4da0fe-dev-1,False,
TX0F044659-066,d5bcb8d0-4094-4ded-abeb-ac31d4f8fd72,2025-06-25T20:48:00,9.88,GBP,Fiji,Austria,Online,Deposit,Individual,True,True,d5bcb8d0-dev-2,False,
TX1A43466F-33F,8dfa6a56-d12d-4c9a-aaf9-15310200b1f0,2025-06-25T21:03:03,6.17,EUR,Nigeria,Nigeria,Online,Transfer,Individual,False,False,8dfa6a56-dev-2,False,
TXA1528239-FB3,2c913a7c-a340-4f08-b341-91b8ed6522b4,2025-06-25T21:29:29,24.5,EUR,Canada,Kyrgyzstan,Mobile,Transfer,Business,True,False,2c913a7c-dev-2,False,
TX9565012F-CC3,c60ea4d5-0d04-4cb6-98cd-26555297e1ad,2025-06-25T22:04:31,9.34,USD,Brazil,Brazil,Online,Deposit,Individual,False,True,c60ea4d5-dev-1,False,
TX2ACD62C5-CF1,f48f709c-49a2-4441-8ac4-de854a5b1aff,2025-06-25T22:19:18,13.91,EUR,South Korea,Bahrain,Mobile,Transfer,Individual,True,False,f48f709c-dev-3,False,
TX635C4CA7-452,7aa061e9-336b-40cb-b1fe-ad13f280df1d,2025-06-25T23:32:25,14.95,GBP,Gibraltar,Gibraltar,Online,Payment,Business,False,False,7aa061e9-dev-1,False,
TXF4075125-9A0,e9c349e0-3602-48ac-90f1-bc81448aaa9e,2025-06-25T23:50:58,21.89,EUR,Romania,Madagascar,ATM,Payment,Business,True,False,e9c349e0-dev-1,True,High-Risk Corridor
TXEB2FE0AB-27D,8bae295e-902a-405c-bd9f-fe599bc0fa93,2025-06-26T00:42:08,29.15,USD,Spain,French Polynesia,Online,Transfer,Individual,True,False,8bae295e-dev-3,False,
TX6AD6D89C-127,ce072a52-73ed-4223-8b4e-f503f8722413,2025-06-26T01:40:26,15.46,GBP,Ireland,Ireland,Mobile,Transfer,Individual,False,False,ce072a52-dev-1,False,
TX219994B5-441,f10c718b-1eb0-438a-a75d-d5af3c365296,2025-06-26T03:21:39,15.95,EUR,Palau,Palau,Online,Transfer,Individual,False,False,f10c718b-dev-2,False,
TXCBEB7AA4-7AF,39ec8ca1-3fb2-4f47-bbcd-6c18a06e8de5,2025-06-26T04:13:52,7.37,EUR,Taiwan,India,API,Transfer,Business,True,False,39ec8ca1-dev-1,False,
TX1D9D1653-907,b2a0f778-809d-4444-93ab-3cce264ae04f,2025-06-26T04:45:04,11.0,GBP,Uruguay,Uruguay,POS,Payment,Individual,False,False,b2a0f778-dev-3,False,
TXEA7E1741-E46,d56ce8ea-1959-4b5a-a7a8-f6366a35df59,2025-06-26T04:48:02,20.91,EUR,Poland,Vietnam,ATM,Transfer,Individual,True,False,d56ce8ea-dev-1,True,High-Risk Corridor
TX8AD37A43-974,7e0f60b2-2a06-4609-a599-bd3c0bb81d38,2025-06-26T06:02:29,23.17,EUR,Kenya,Kosovo,API,Payment,Business,True,False,7e0f60b2-dev-2,False,
TXFE497944-86F,171dabf9-daf4-41a7-ba34-d2e8dd3f7d7e,2025-06-26T07:59:35,8.15,GBP,Denmark,Denmark,Branch,Transfer,Business,False,False,171dabf9-dev-1,False,
TX58B63656-8E1,2a9edda7-761a-4914-8931-b2d4d3def87c,2025-06-26T08:12:49,11.45,GBP,Kosovo,Kosovo,API,Transfer,Individual,False,False,2a9edda7-dev-1,False,
TX7F7F1CC0-6CA,f1f71605-a79e-4626-b707-ac0e0d96feb3,2025-06-26T09:58:05,9.6,USD,Cyprus,Cyprus,Online,Payment,Business,False,False,f1f71605-dev-1,False,
TX38045CD4-673,ee7ca782-a7a3-4d25-9595-6c4227c00f89,2025-06-26T10:08:59,15.22,EUR,Kenya,Kenya,Mobile,Payment,Individual,False,False,ee7ca782-dev-1,False,
TX7B0C5C90-90F,4c80d33a-ad5b-43c8-8c88-0714837217e0,2025-06-26T10:31:05,9.07,USD,Colombia,Colombia,Online,Deposit,Individual,False,True,4c80d33a-dev-1,False,
TX6C8B1CF1-9BF,25f88c74-53ea-4919-9b48-62c2d5ff2a1f,2025-06-26T11:05:31,67.82,USD,Estonia,Estonia,ATM,Transfer,Individual,False,False,25f88c74-dev-3,False,
TXB4920DDA-BF7,98dbf732-dde4-4194-bc12-d19850c1b8f7,2025-06-26T12:03:10,16.71,EUR,Switzerland,Switzerland,Online,Transfer,Individual,False,False,98dbf732-dev-1,False,
TXC34BC989-601,c5c51060-9911-41e7-93d5-63ae51a3ac26,2025-06-26T12:11:14,18.17,EUR,Ireland,Ireland,Online,Transfer,Exchange,False,False,c5c51060-dev-1,False,
TX61FF7346-8FE,c42b266b-1b02-4a24-bf00-f56c6a4989a6,2025-06-26T14:57:51,18.62,EUR,Indonesia,Indonesia,Online,Deposit,Individual,False,False,c42b266b-dev-1,False,
TX80AF2804-610,0d18ab95-668c-4477-8b95-017c5dae1201,2025-06-26T15:05:08,3.87,USD,Vanuatu,Guyana,Online,Transfer,Individual,True,False,0d18ab95-dev-1,False,
TXB4C1C0A9-EFE,b2a0f778-809d-4444-93ab-3cce264ae04f,2025-06-26T16:17:51,58.23,EUR,Uruguay,British Virgin Islands,API,Payment,Individual,True,False,b2a0f778-dev-3,False,
TX1A6226A0-79B,32399ffb-2704-4f25-8b91-b8cb6ae66582,2025-06-26T17:28:09,19.1,EUR,Norway,Seychelles,API,Transfer,Individual,True,False,32399ffb-dev-1,False,
TX98071F07-37D,69be173a-850e-40ad-9872-f72ee5b4a1ae,2025-06-26T17:33:54,10.65,USD,Paraguay,Paraguay,ATM,Transfer,Individual,False,False,69be173a-dev-1,False,
TXFEE60BB4-33B,69a53b4f-8ff8-469d-8ec0-713dea2c7a51,2025-06-26T18:16:22,5.24,EUR,Netherlands,Netherlands,Online,Payment,Individual,False,False,69a53b4f-dev-3,False,
TX05AC69AE-758,a23ff67d-e957-4bc2-b9bd-8bd6d479cc36,2025-06-26T18:58:24,15.47,USD,Bolivia,Tonga,Online,Payment,Individual,True,False,a23ff67d-dev-1,False,
TX0CFF3708-BD3,0b9bd934-23c8-4d30-9dde-7969688613db,2025-06-26T18:58:47,6.8,USD,Denmark,Denmark,Mobile,Deposit,Business,False,False,0b9bd934-dev-1,False,
TX66D2674D-AF3,80759f1f-87e5-40fe-9da8-d6d2f8b38a8b,2025-06-26T19:35:28,13.48,EUR,Armenia,Armenia,API,Transfer,Individual,False,False,80759f1f-dev-4,False,
TX9A011270-3F1,451b4cf3-6123-4df7-b656-af7229d4beef,2025-06-26T19:52:07,20.14,EUR,Madagascar,Vanuatu,Online,Transfer,Business,True,False,451b4cf3-dev-1,False,
TX6EC512F4-928,cbd431cc-ea7a-4c21-a1a1-a29c5228ed8d,2025-06-26T20:22:08,11.93,GBP,Isle of Man,Morocco,Mobile,Transfer,Business,True,False,cbd431cc-dev-2,False,
TX2312B5A1-712,8570b59f-a903-4e67-bc56-8b5324acb722,2025-06-26T21:52:43,11.85,USD,Vietnam,Madagascar,Mobile,Deposit,Individual,True,False,8570b59f-dev-1,True,High-Risk Corridor
TX2430FFAB-F64,287d06ca-6f4c-469a-8b22-d3081c8eaee9,2025-06-26T22:36:08,5.13,EUR,South Korea,South Korea,Mobile,Transfer,Individual,False,False,287d06ca-dev-1,False,
TXF6B01C7A-FA1,290e3e89-4b9c-42f4-a8e5-c8cdb4146e4a,2025-06-27T00:35:16,15.79,EUR,Zimbabwe,Mozambique,API,Payment,Business,True,False,290e3e89-dev-1,True,High-Risk Corridor
TX9815E804-A42,cf2e3296-7184-4713-a55f-65b7e709fba6,2025-06-27T00:41:23,12.92,EUR,Cook Islands,Cook Islands,Online,Deposit,Exchange,False,False,cf2e3296-dev-1,False,
TX79D40242-5BC,de9e3757-5260-401e-aecf-67d2749176f4,2025-06-27T00:42:46,13.64,EUR,Algeria,Vanuatu,Online,Transfer,Individual,True,False,de9e3757-dev-1,False,
TXAB1E9AA6-441,45667c48-79ba-430a-9118-c400e336c243,2025-06-27T01:07:35,30.39,EUR,Namibia,Namibia,Mobile,Transfer,Business,False,False,45667c48-dev-1,False,
TX557F2D92-2CA,b0309aaf-85ea-46e0-84e3-b774569adef0,2025-06-27T02:51:08,9.53,EUR,Ghana,Netherlands,Mobile,Transfer,Individual,True,False,b0309aaf-dev-2,False,
TX0C934E72-438,811317a8-f4c8-4393-96dd-6c82a8909e31,2025-06-27T03:15:57,23.24,EUR,Aruba,Aruba,Mobile,Transfer,Individual,False,False,811317a8-dev-1,False,
TXE680483C-1E1,3ba5cd2f-dea4-4c19-9024-3d723748967f,2025-06-27T04:16:38,24.31,EUR,South Africa,South Africa,Online,Transfer,Business,False,False,3ba5cd2f-dev-2,False,
TX339AA48E-EFF,a6aa59e5-dc08-4f29-92d3-3488d0c30018,2025-06-27T05:06:46,12.7,EUR,Canada,Tanzania,Online,Transfer,Individual,True,False,a6aa59e5-dev-1,True,High-Risk Corridor
TX1DD830AE-9EF,506e5a9a-b758-488d-ab73-295b344a54b8,2025-06-27T05:20:28,14.28,GBP,Timor-Leste,Timor-Leste,API,Payment,Individual,False,False,506e5a9a-dev-1,False,
TX4751AF69-EEF,b69f5eab-b9ff-4c29-97d9-cbb0309e47ba,2025-06-27T05:38:39,22.9,USD,New Zealand,Puerto Rico,Mobile,Transfer,Individual,True,False,b69f5eab-dev-1,False,
TX030955FF-C01,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,2025-06-27T06:04:28,6.07,USD,Nigeria,Jersey,Mobile,Payment,Exchange,True,False,7a0ecfea-dev-3,False,
TX5E0EFEA3-525,ab0e664e-9c3e-42d5-91e1-aa9676f72255,2025-06-27T06:05:40,10.02,GBP,Guernsey,Romania,Mobile,Transfer,Business,True,False,ab0e664e-dev-1,False,
TXFDF2DB40-7DC,eb2ec80e-4c25-4823-8cf4-ffb0b4bba73f,2025-06-27T06:50:25,9.99,EUR,Portugal,Portugal,Mobile,Transfer,Individual,False,False,eb2ec80e-dev-1,False,
TX6E004246-077,3ad24ac8-bf70-4042-9e7c-6795a8c6c2df,2025-06-27T07:22:57,2.52,USD,Qatar,Iceland,Mobile,Payment,Business,True,False,3ad24ac8-dev-2,False,
TXA4CCD439-1AA,1d48a071-ab61-47b1-b93b-4c3220500494,2025-06-27T08:06:22,6.45,EUR,Uruguay,Uruguay,Online,Transfer,Individual,False,False,1d48a071-dev-4,False,
TXCEBC429E-FEF,3c088990-54a2-4051-bb0c-cad9eee13cae,2025-06-27T08:07:37,6.47,EUR,Cayman Islands,Cayman Islands,Mobile,Transfer,Individual,False,False,3c088990-dev-1,False,
TX9CB01B53-5F3,4da838b7-6947-4bac-b610-f40d69fe890f,2025-06-27T08:37:40,14.71,USD,American Samoa,American Samoa,Online,Transfer,Individual,False,False,4da838b7-dev-1,False,
TX7103D9C9-897,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7,2025-06-27T10:36:06,128.09,USD,Ecuador,Ecuador,API,Transfer,Individual,False,False,f891b0c3-dev-1,False,
TX45DA2ABF-901,5f584603-e5a3-48e9-84c1-f1b5ebbbd763,2025-06-27T11:13:48,17.08,USD,Bulgaria,Vietnam,Online,Payment,Business,True,False,5f584603-dev-2,True,High-Risk Corridor
TXD40B90B5-995,b9f6143b-b238-4056-a1ec-47541cf14654,2025-06-27T11:52:53,39.98,USD,Kosovo,Kosovo,Online,Transfer,Individual,False,False,b9f6143b-dev-4,False,
TX64E76875-9FB,5ad5cf06-364d-4c87-bcd0-129d2e8d0e87,2025-06-27T12:13:10,4.03,EUR,Palau,Palau,Online,Withdrawal,Individual,False,True,5ad5cf06-dev-1,False,
TXA65A44FE-45A,f5948a54-5f80-4eeb-943a-9aff659b0105,2025-06-27T13:13:37,13.81,EUR,Kyrgyzstan,Kyrgyzstan,Online,Transfer,Individual,False,False,f5948a54-dev-2,False,
TX8A44936E-615,6883ac6e-6a94-4054-b241-4482519894d8,2025-06-27T13:16:20,28.04,GBP,Vietnam,Romania,Online,Payment,Individual,True,False,6883ac6e-dev-1,False,
TXC166754F-74F,be64ac2a-f966-41a5-8cec-495b226716e3,2025-06-27T14:23:32,3.96,EUR,Niue,Niue,ATM,Transfer,Individual,False,False,be64ac2a-dev-3,False,
TX9CAAD305-7CA,698f546d-5f29-4290-9848-5a54531c8812,2025-06-27T14:44:20,25.98,USD,Timor-Leste,Timor-Leste,Mobile,Transfer,Business,False,False,698f546d-dev-2,False,
TX0CAFE1A3-1DF,c1e1b94a-7888-4058-a9ad-0e9b8c9aa1e9,2025-06-27T15:23:54,9.22,USD,New Zealand,Marshall Islands,API,Transfer,Individual,True,False,c1e1b94a-dev-1,False,
TX24B9C966-739,8e200724-7d13-4018-a80b-ac63b856d035,2025-06-27T16:06:00,92.85,USD,Costa Rica,Costa Rica,API,Deposit,Individual,False,False,8e200724-dev-2,False,
TXEDC1E16E-CD9,506e5a9a-b758-488d-ab73-295b344a54b8,2025-06-27T16:10:47,31.84,EUR,Timor-Leste,Timor-Leste,Online,Payment,Business,False,False,506e5a9a-dev-1,False,
TX15A5954B-7D7,4c6a70f4-8ede-444d-876c-f68c3f1be0d0,2025-06-27T16:40:55,26.76,GBP,France,France,Branch,Transfer,Individual,False,False,4c6a70f4-dev-1,False,
TX31F746ED-AEB,30a900ad-939b-462d-a645-f129629c2ae3,2025-06-27T16:53:57,6.45,USD,French Polynesia,French Polynesia,Branch,Transfer,Individual,False,False,30a900ad-dev-1,False,
TXF07E5C91-26D,b64fa54a-8c61-4654-95da-75c1a21150f9,2025-06-27T20:01:24,19.58,EUR,Brazil,Brazil,POS,Deposit,Business,False,True,b64fa54a-dev-2,False,
TX10E8965F-93E,2f1dc121-7d02-4c6d-8bea-75c1b86677aa,2025-06-27T20:04:44,131.03,EUR,Portugal,Portugal,API,Transfer,Individual,False,False,2f1dc121-dev-1,False,
TX2F385258-C10,e2d9de5d-6a18-4e4c-b496-276412a4def0,2025-06-27T22:39:41,6.46,GBP,Sri Lanka,Finland,Mobile,Transfer,Individual,True,False,e2d9de5d-dev-1,False,
TX9A150618-C64,a127dc6b-ab9b-453d-b5f5-c65410c2c2e5,2025-06-27T23:28:53,13.67,USD,Monaco,Monaco,Mobile,Bill Payment,Individual,False,False,a127dc6b-dev-3,False,
TX2A65656A-096,84d67c4f-f0df-4684-b28e-41225894f7f1,2025-06-27T23:49:08,72.37,EUR,Uruguay,Uruguay,Online,Payment,Business,False,False,84d67c4f-dev-2,False,
TX97ED0921-6AC,5cb5e69c-5dc7-43e6-a529-64ffc74cc890,2025-06-28T00:29:42,15.22,USD,Laos,Nigeria,Online,Transfer,Individual,True,False,5cb5e69c-dev-1,True,High-Risk Corridor
TXC33AEC5B-E6F,2303f6c6-d69d-42f1-ae4c-84ffa8c01f05,2025-06-28T02:22:24,22.28,GBP,Isle of Man,Isle of Man,Online,Transfer,Exchange,False,False,2303f6c6-dev-1,False,
TX37010707-F85,36ee1640-723e-4466-b43b-d27f42a259a6,2025-06-28T02:25:35,14.0,USD,Niue,New Zealand,Online,Bill Payment,Individual,True,False,36ee1640-dev-1,False,
TX0B64AC94-717,c1e1b94a-7888-4058-a9ad-0e9b8c9aa1e9,2025-06-28T03:45:12,18.24,EUR,New Zealand,Uruguay,Branch,Transfer,Exchange,True,False,c1e1b94a-dev-1,False,
TXFD79567D-33A,2120bfba-1689-40b8-879d-db62c37944c1,2025-06-28T04:39:56,7.25,USD,Nepal,Bulgaria,Mobile,Transfer,Individual,True,False,2120bfba-dev-1,False,
TX25D1A73F-AAE,8eb22579-0cdb-4ca4-b6ec-bdd68498e113,2025-06-28T05:20:10,11.77,EUR,Cook Islands,Cook Islands,Mobile,Transfer,Business,False,False,8eb22579-dev-1,False,
TX80D25484-C2A,e3c43657-1d8c-4bac-83b4-09ef2260e70f,2025-06-28T06:24:04,17.93,EUR,Sint Maarten,Nepal,ATM,Transfer,Business,True,False,e3c43657-dev-1,True,High-Risk Corridor
TXB489A129-E86,efad49e9-c41c-447e-9d6b-9b626b535a19,2025-06-28T06:58:34,42.65,USD,Taiwan,Taiwan,POS,Transfer,Individual,False,False,efad49e9-dev-2,False,
TXB176B0C2-3C3,35ce8841-4973-4d6c-8dca-bfb7001a9a8b,2025-06-28T07:30:13,68.0,EUR,Mozambique,Vietnam,Mobile,Transfer,Business,True,False,35ce8841-dev-1,True,High-Risk Corridor
TXC7B2F258-4FC,4082cbb9-48bd-4b3e-a2f5-df2badaa44ca,2025-06-28T08:11:36,47.46,USD,France,Bahrain,Mobile,Deposit,Exchange,True,False,4082cbb9-dev-1,False,
TXB09EB6B8-26A,93fb71d0-dd32-4d9c-89ea-356a7abfcebf,2025-06-28T08:52:22,15.16,GBP,Marshall Islands,Iceland,Online,Deposit,Individual,True,False,93fb71d0-dev-1,False,
TX77B6D5D4-01D,b0309aaf-85ea-46e0-84e3-b774569adef0,2025-06-28T09:59:55,22.39,EUR,Ghana,Hong Kong SAR,Mobile,Deposit,Individual,True,False,b0309aaf-dev-2,False,
TX2FA04B8A-9BB,b2357a3c-cc7f-4517-8bfd-4a31c8c85ad6,2025-06-28T10:51:39,19.08,EUR,Sweden,Sweden,Online,Payment,Exchange,False,False,b2357a3c-dev-1,False,
TXB6E89F7D-E0F,d64acb1f-39eb-438a-836e-3c49770e09db,2025-06-28T12:09:54,5.24,EUR,Papua New Guinea,Papua New Guinea,Mobile,Transfer,Business,False,False,d64acb1f-dev-1,False,
TX456B2279-8E6,1986b4b2-70b7-4868-9854-80f0dfcaf0b7,2025-06-28T13:50:08,42.2,GBP,United Kingdom,United Kingdom,Mobile,Transfer,Individual,False,False,1986b4b2-dev-1,False,
TXA5DE19A2-792,fb95d0fc-ad72-4d05-924c-de09ccea5031,2025-06-28T15:22:20,17.35,EUR,Greece,Bolivia,Mobile,Transfer,Individual,True,False,fb95d0fc-dev-1,False,
TX2B97BECA-36B,17d821b8-bb93-4d40-98df-f535c62dbaea,2025-06-28T17:38:31,4.6,EUR,Cameroon,Cameroon,Mobile,Payment,Business,False,False,17d821b8-dev-1,False,
TXE074EB7B-182,5f584603-e5a3-48e9-84c1-f1b5ebbbd763,2025-06-28T17:42:12,2.29,EUR,Bulgaria,Bulgaria,Mobile,Transfer,Exchange,False,False,5f584603-dev-2,False,
TX57498BB5-120,6ecca931-ef70-4d01-8da0-3d880c6f3051,2025-06-28T18:06:37,25.31,USD,Luxembourg,Luxembourg,Mobile,Transfer,Individual,False,False,6ecca931-dev-1,False,
TXBD0374C3-29F,f80590f0-0249-4a09-be3b-1a40ca0553a2,2025-06-28T18:20:40,7.63,EUR,Indonesia,Indonesia,Branch,Transfer,Individual,False,False,f80590f0-dev-1,False,
TX53D07F7D-961,a981b098-b2cf-452d-a7f3-33b3f7baf55e,2025-06-28T18:50:59,4.31,USD,Vatican City,Vatican City,Online,Transfer,Individual,False,False,a981b098-dev-1,False,
TX6373B79F-934,75dacbbe-09a9-461a-9823-3383279b637c,2025-06-28T19:13:18,16.87,GBP,North Macedonia,North Macedonia,Online,Payment,Individual,False,False,75dacbbe-dev-1,False,
TXC4ECC716-058,c60ea4d5-0d04-4cb6-98cd-26555297e1ad,2025-06-28T19:29:14,12.37,EUR,Brazil,Samoa,Mobile,Deposit,Individual,True,False,c60ea4d5-dev-1,False,
TXC2328E06-9C2,a23ff67d-e957-4bc2-b9bd-8bd6d479cc36,2025-06-28T21:55:37,19.23,USD,Bolivia,Bolivia,Mobile,Withdrawal,Individual,False,False,a23ff67d-dev-1,False,
TX9A697FB1-DA1,aee14f87-fcff-49e3-940f-f5896c624c2c,2025-06-28T23:09:23,18.74,USD,Uganda,Uganda,Mobile,Transfer,Individual,False,False,aee14f87-dev-2,False,
TXC791D4F1-620,ccd015c1-ad59-40dd-9bff-3142a5e15b55,2025-06-28T23:11:30,10.01,USD,Latvia,Uganda,Online,Bill Payment,Individual,True,False,ccd015c1-dev-2,False,
TXA0B8E3C0-370,2877f5d9-0f56-45f8-b048-faa112ae5c22,2025-06-28T23:19:05,13.58,USD,Portugal,Portugal,API,Transfer,Business,False,False,2877f5d9-dev-1,False,
TX6E9D82AC-887,02bdeabe-7060-48eb-be8e-ed12a3ea21a2,2025-06-29T02:12:47,39.27,USD,Papua New Guinea,Papua New Guinea,Online,Transfer,Business,False,False,02bdeabe-dev-4,False,
TX26565B62-46B,99a9af6a-ed05-4732-b8bf-46fa25343e85,2025-06-29T03:37:42,9.76,GBP,Bosnia and Herzegovina,Bosnia and Herzegovina,Mobile,Payment,Business,False,False,99a9af6a-dev-2,False,
TXFBBFBBD2-551,614077d3-9ec4-4a48-9773-f98d550c2fe9,2025-06-29T07:29:26,20.56,USD,Ireland,Ireland,API,Deposit,Business,False,False,614077d3-dev-1,False,
TX4DF33DF9-311,054f92ff-f366-4ad4-964d-b03f93403fad,2025-06-29T07:58:16,23.38,GBP,Isle of Man,Isle of Man,Online,Payment,Business,False,False,054f92ff-dev-1,False,
TXDC87AFC2-CF0,f780ef2f-664d-4922-a590-fd3cad6ecc57,2025-06-29T08:15:11,43.26,USD,Sweden,Sweden,Online,Withdrawal,Individual,False,False,f780ef2f-dev-1,False,
TX637D5774-A8D,042c65ad-9883-49b1-88d3-d2cefba3091f,2025-06-29T09:04:27,56.33,EUR,Belgium,Belgium,Online,Payment,Individual,False,False,042c65ad-dev-1,False,
TX850B43AE-DF9,4ddb1b36-272c-4588-84a2-576c1fc905f8,2025-06-29T09:17:17,17.96,GBP,Latvia,Latvia,Online,Payment,Individual,False,False,4ddb1b36-dev-3,False,
TXDA480DDB-5A3,1eb74b56-53ff-43a2-8a19-35014169b9fc,2025-06-29T13:14:35,10.45,USD,Northern Mariana Islands,Northern Mariana Islands,API,Payment,Individual,False,False,1eb74b56-dev-4,False,
TXBA262BDF-925,1b4da0fe-7bb3-4605-9a74-3152627b41a1,2025-06-29T13:20:01,9.89,EUR,Cambodia,Cambodia,API,Payment,Exchange,False,False,1b4da0fe-dev-1,False,
TX7FB3DAA8-1FB,2b1ac76c-89ec-4c51-98cb-aa5247f53019,2025-06-29T13:42:22,53.56,EUR,Laos,Samoa,Mobile,Transfer,Business,True,False,2b1ac76c-dev-2,False,
TX84E8012F-613,451b4cf3-6123-4df7-b656-af7229d4beef,2025-06-29T14:15:44,142.08,EUR,Madagascar,Madagascar,Online,Withdrawal,Exchange,False,False,451b4cf3-dev-1,False,
TX7DC01EF5-F8B,f48f709c-49a2-4441-8ac4-de854a5b1aff,2025-06-29T14:33:29,31.17,EUR,South Korea,South Korea,Online,Transfer,Individual,False,False,f48f709c-dev-3,False,
TXE814C75B-F56,55c3b2db-f374-490d-8274-ce40e09016b6,2025-06-29T15:20:45,10.7,USD,Mexico,Nepal,Online,Payment,Individual,True,False,55c3b2db-dev-2,True,High-Risk Corridor
TX8B52D436-4B5,afd5dea5-89d7-4d6c-8e77-7f00ecf27e76,2025-06-29T15:31:34,21.12,GBP,Taiwan,Taiwan,Online,Deposit,Individual,False,False,afd5dea5-dev-3,False,
TX8C01EE19-A11,506e5a9a-b758-488d-ab73-295b344a54b8,2025-06-29T16:03:26,8.94,EUR,Timor-Leste,Tajikistan,Mobile,Payment,Business,True,False,506e5a9a-dev-1,True,High-Risk Corridor
TX54B82A18-89B,4b356e9a-2e5e-4b6a-8ee9-581ae061f65f,2025-06-29T16:04:35,8.69,EUR,Andorra,Andorra,Mobile,Withdrawal,Business,False,True,4b356e9a-dev-1,False,
TX80FD9CDC-003,d65e59dd-e62d-4d06-8f9b-85581a7f195b,2025-06-29T16:25:31,27.88,GBP,Jersey,Gibraltar,Branch,Transfer,Business,True,False,d65e59dd-dev-1,False,
TX6AB3B3A2-26C,f7b217c7-ae92-4a71-8f7d-cb431679742f,2025-06-29T16:59:26,23.43,EUR,Rwanda,Rwanda,API,Transfer,Business,False,False,f7b217c7-dev-1,False,
TX682A83BA-B58,e76adca9-7811-4802-88cc-7cfecf01f944,2025-06-29T17:37:30,8.96,EUR,Nigeria,Vietnam,Online,Transfer,Individual,True,False,e76adca9-dev-2,True,High-Risk Corridor
TX1FF7AAA6-CF6,33fd862d-4057-4470-be61-27a80351b09d,2025-06-29T18:09:50,23.21,USD,United States,Uganda,API,Transfer,Individual,True,False,33fd862d-dev-1,False,
TX772C8F79-652,fbe94499-dbc0-40fd-86fb-7bf300b9d4a3,2025-06-29T18:49:57,8.12,EUR,Malawi,Estonia,API,Transfer,Exchange,True,False,fbe94499-dev-1,False,
TXC6816D06-53F,98049562-8972-4bbd-8ff2-b1c4e53f9644,2025-06-29T19:33:12,18.65,GBP,France,France,Mobile,Deposit,Business,False,False,98049562-dev-1,False,
TXA6AA9A97-45C,7eccdaf4-c413-4dc2-85c5-ae8abe15ad12,2025-06-29T21:13:52,4.39,EUR,Poland,Vietnam,Online,Transfer,Individual,True,False,7eccdaf4-dev-1,True,High-Risk Corridor
TXE2B43FD6-C8E,a8aa7158-2b70-4525-bc67-f831cbc84759,2025-06-29T22:00:41,8.77,USD,Kenya,Mozambique,Mobile,Transfer,Individual,True,False,a8aa7158-dev-3,True,High-Risk Corridor
TX657DE967-111,e9a1c6d5-c34e-4baf-8f1c-b2ccceef9fa8,2025-06-29T23:14:52,11.67,EUR,New Zealand,New Zealand,Online,Withdrawal,Individual,False,False,e9a1c6d5-dev-1,False,
TX3A7D0E9D-83E,89628f6e-929c-43b3-b3c0-8bf18167999f,2025-06-29T23:16:55,8.72,EUR,Czech Republic,Madagascar,Mobile,Deposit,Individual,True,False,89628f6e-dev-1,True,High-Risk Corridor
TX54C0DE2D-785,e2817efd-ae84-4217-9d53-434bb88139b9,2025-06-29T23:23:36,13.49,EUR,Estonia,Estonia,Online,Transfer,Exchange,False,False,e2817efd-dev-2,False,
TX37AD578A-43A,5bc440f1-4b1a-469b-8e5d-d462cbd00ef2,2025-06-30T00:35:53,21.6,USD,Tunisia,Ireland,Online,Transfer,Individual,True,False,5bc440f1-dev-3,False,
TXD9A37B1A-D4E,a127dc6b-ab9b-453d-b5f5-c65410c2c2e5,2025-06-30T00:47:35,13.86,USD,Monaco,Monaco,Online,Payment,Individual,False,False,a127dc6b-dev-3,False,
TXBBF4C890-DF5,a879d8f8-9042-4eb7-8b04-0f53e63949d4,2025-06-30T00:51:43,5.16,USD,Northern Mariana Islands,Northern Mariana Islands,Online,Transfer,Individual,False,False,a879d8f8-dev-1,False,
TX36C3C414-2EB,b509f08a-2c98-4bca-9139-7c06a630ad9d,2025-06-30T02:14:36,12.48,USD,Northern Mariana Islands,Northern Mariana Islands,Mobile,Transfer,Business,False,False,b509f08a-dev-1,False,
TX8138A21A-3E5,b963f37f-6781-4c1f-8c53-0e36addc3e13,2025-06-30T03:34:05,7.86,EUR,Canada,Canada,Mobile,Transfer,Business,False,False,b963f37f-dev-1,False,
TXC30FDF6A-ACC,f8bca9ac-2ada-42ce-9890-99c9f2be029f,2025-06-30T04:31:00,15.54,EUR,Bahamas,Bahamas,Mobile,Transfer,Individual,False,False,f8bca9ac-dev-3,False,
TX0A122FD4-97E,3c07c574-4925-4af1-b6aa-e05b13d5f2f7,2025-06-30T04:31:34,34.49,EUR,Indonesia,Indonesia,API,Deposit,Individual,False,False,3c07c574-dev-2,False,
TX489AB1F9-ECE,1d48a071-ab61-47b1-b93b-4c3220500494,2025-06-30T05:43:10,30.32,USD,Uruguay,Uruguay,Branch,Payment,Individual,False,False,1d48a071-dev-4,False,
TXF8778E42-F57,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-06-30T05:54:21,12.97,USD,South Korea,South Korea,Mobile,Transfer,Individual,False,False,0e51f30d-dev-1,False,
